788 : 10 : [[-0.94, 0.5, -0.3, 0.65, 0.55, -0.35], [-0.84, 0.05, 0.46, -0.88, -0.68, 0.3], [0.95, -0.02, -0.46, 0.05, 0.43, -0.32], [0.95, -0.16, 0.67, -0.92, -0.33, 0.71], [0.95, 0.36, 0.03, -0.3, 0.42, -0.59], [0.29, 0.42, -0.54, -0.94, -0.52, -0.77], [-0.26, 0.05, -0.48, -0.78, -0.07, -0.22], [-0.73, 0.49, 0.83, 0.96, 0.78, -0.92]]
258 : 11 : [[-0.18, 0.45, 0.83, 0.63, -0.51, -0.83], [-0.01, 0.86, 0.25, -0.1, 0.57, -0.96], [-0.99, 0.02, -0.11, -0.71, -0.55, 0.02], [-0.6, -0.69, 0.53, -0.76, -0.35, -0.72], [-0.61, -0.55, -0.63, 0.31, 0.3, 0.06], [-0.6, 0.4, 0.5, -0.12, 0.64, 0.14], [-0.63, -0.58, -0.53, 0.48, -0.2, 0.39], [-0.16, -0.13, -0.61, -0.43, -0.45, 0.88]]
195 : 12 : [[-0.61, 0.54, 0.78, -0.59, 0.86, -0.19], [0.89, 0.91, 0.25, 0.73, 0.22, -0.68], [-0.9, 0.74, -0.86, -0.26, 0.82, 0.81], [0.8, -0.15, 0.97, 0.92, 0.8, -0.24], [0.37, 0.02, 0.76, -0.97, 0.86, -0.87], [-0.3, -0.7, 0.59, -0.63, 0.14, 0.38], [-0.42, -0.44, -0.97, -0.01, -0.58, 0.13], [-0.62, 0.52, 0.78, 0.99, 0.6, -0.78]]
1205 : 13 : [[-0.13, 0.24, 0.0, -0.68, -0.54, -0.06], [0.0, -0.76, -0.96, -0.43, -0.79, -0.63], [0.83, -0.38, -0.73, -0.36, 0.7, 0.97], [0.55, 0.72, 0.66, 0.54, 0.28, -0.73], [0.55, 0.67, -0.48, 0.83, 0.66, 0.02], [0.76, 0.88, -0.72, -0.35, 0.2, -0.13], [0.73, -1.0, -0.15, -0.9, 0.8, -0.54], [0.02, 0.43, -0.1, -0.59, 0.53, 0.82]]
963 : 14 : [[-0.81, 0.08, -0.18, -0.23, -0.04, 0.87], [0.34, -0.33, -0.89, 0.78, -0.66, -0.26], [0.78, -0.11, 0.24, 0.99, 0.62, 0.84], [0.55, 0.74, 0.32, -0.17, -0.49, -0.86], [0.17, 0.39, -0.36, -0.93, -0.68, -0.75], [0.56, -0.24, -0.86, -0.61, -0.25, -0.12], [0.42, 0.57, -0.01, 0.85, 0.11, 0.41], [0.78, 0.8, 0.86, -0.56, 0.35, 0.55]]
1212 : 15 : [[0.96, -0.07, 0.7, -0.42, -0.11, 0.79], [0.6, 0.14, -0.95, -0.34, 0.43, -0.53], [0.31, 0.63, 0.36, -0.31, 0.52, -0.49], [-0.58, -0.34, -0.82, -0.86, -0.26, -0.93], [0.15, 0.57, 0.2, 0.84, 0.13, -0.34], [0.58, 0.34, 0.67, 0.31, 0.46, -0.78], [-0.78, -0.17, 0.46, 0.36, 0.97, -0.84], [0.67, 0.65, 0.85, -0.9, -0.19, 0.17]]
675 : 16 : [[0.33, 0.86, 0.94, 0.01, 0.78, 0.46], [-0.12, 0.14, 0.53, -0.14, 0.7, -0.4], [0.57, -0.29, 0.87, 0.3, 0.19, 0.28], [-0.8, 0.74, 0.37, 0.35, 0.8, -0.64], [0.32, -0.58, 0.79, 0.08, -0.64, 0.22], [-0.72, -0.58, 0.76, 0.69, -0.35, 0.74], [0.12, 0.08, 0.28, 0.97, -0.6, 0.49], [0.86, -0.08, -0.91, -0.13, -0.8, 0.55]]
556 : 17 : [[-0.05, 0.18, -0.93, 0.58, 0.81, 0.15], [-0.65, -0.01, 0.23, -0.18, 0.2, 0.69], [-0.82, -0.36, 0.88, 0.34, 0.66, -0.64], [-0.51, 0.7, 0.06, -0.52, 0.5, 0.25], [-0.74, -0.08, -0.31, -0.66, -0.67, -0.53], [-0.31, -0.45, -0.41, 0.15, -0.06, -0.26], [0.81, 0.72, 0.85, -0.83, -0.51, 0.97], [-0.5, 0.66, 0.49, 0.51, -0.78, 0.57]]
156 : 18 : [[0.55, 0.66, 0.67, -0.4, 0.87, 0.95], [0.66, 0.26, 0.08, -0.13, 0.59, -0.49], [-0.51, 0.79, -0.2, -0.6, -0.84, -0.59], [-0.16, 0.02, 0.67, 0.66, 0.0, 0.38], [-0.29, 0.67, 0.09, 0.28, 0.23, 0.08], [-0.07, -0.87, 0.93, 0.09, -0.54, 0.68], [0.58, 0.52, -0.39, -0.25, -0.67, 0.96], [-0.64, -0.72, -0.47, 0.1, 0.63, -0.97]]
842 : 19 : [[0.38, -0.31, -0.62, 0.35, 0.26, 0.4], [0.28, -0.51, 0.0, -0.41, -0.71, -0.88], [-0.3, 0.78, -0.08, 0.6, -0.37, 0.48], [0.48, -0.5, 0.05, 0.15, -0.7, 0.05], [0.97, -0.22, 0.76, 0.6, -0.9, 0.56], [0.77, 0.79, -0.16, -0.41, -0.28, -0.69], [0.97, 0.06, -0.37, -0.81, 0.78, -0.53], [0.33, 0.97, 0.24, 0.98, 0.46, -0.26]]
834 : 20 : [[0.51, -0.3, 0.47, 0.5, 0.59, 0.85], [0.09, -0.88, 0.65, -0.51, 0.74, 0.71], [0.78, -0.9, -0.61, 0.97, 0.47, 0.19], [-0.71, -0.32, 0.38, -0.23, -0.77, -0.25], [-0.39, 0.5, 0.86, 0.03, -0.28, -0.01], [0.6, 0.45, 0.09, -0.27, 0.52, -0.83], [-0.56, -0.46, 0.26, 0.91, 0.97, 0.44], [-0.41, -0.91, -0.5, -0.97, -0.29, -0.64]]
1285 : 21 : [[0.3, -0.39, 0.63, -0.03, 0.36, -0.68], [0.39, 0.03, -0.02, 0.39, 0.84, 0.58], [0.89, 0.89, -0.08, 0.43, -0.3, -0.29], [0.34, 0.57, -0.09, -0.15, -0.78, 0.19], [-0.36, -0.67, 0.23, 0.18, -0.14, 0.31], [0.27, -0.06, 0.5, -0.35, -0.24, 0.7], [-0.65, 0.43, 0.68, 0.2, -0.39, 0.08], [-0.65, -0.62, 0.29, -0.68, 0.93, -0.28]]
938 : 22 : [[-0.14, -0.63, 0.15, -0.6, 0.62, -0.82], [-0.36, 0.68, 0.95, 0.26, 0.05, -0.54], [0.62, -0.45, -0.82, 0.97, 0.3, 0.11], [0.73, -0.8, 0.27, 0.03, 0.6, 0.25], [-0.51, 0.39, 0.9, 0.32, -0.77, -0.74], [-0.96, 0.06, 0.28, 0.04, 0.29, 0.01], [0.64, 0.85, 0.28, 0.49, 0.69, -0.48], [0.39, 0.1, 0.95, 0.06, -0.55, -0.47]]
1387 : 23 : [[-0.41, 0.46, 0.37, 0.45, -0.69, 0.39], [-0.83, 0.12, 0.62, 0.57, -0.77, 0.95], [0.06, 0.8, -0.45, 0.42, 0.6, -0.5], [0.09, 0.84, 0.17, 0.27, 0.23, 0.07], [0.11, 0.6, 0.39, 0.61, -0.01, -0.35], [-0.97, -0.56, -0.56, 0.44, 0.1, 0.19], [0.61, 0.76, -0.3, -0.7, 0.01, 0.34], [0.28, 0.98, -1.0, 0.72, 0.6, 0.63]]
984 : 24 : [[0.87, 0.76, -0.33, 0.89, -0.99, -0.76], [0.64, 0.42, 0.93, 0.4, 0.18, 0.14], [-0.29, -0.93, 0.36, -0.41, 0.78, -0.25], [0.26, 0.29, 0.12, 0.05, -0.16, 0.94], [0.26, 0.62, 0.02, 0.23, -0.4, 0.65], [0.94, -0.57, 0.97, 0.42, 0.67, -0.92], [0.16, -0.14, 0.11, 0.69, -0.35, -0.07], [-0.2, 0.67, -0.57, 0.61, 0.44, -0.67]]
80 : 25 : [[0.04, 0.37, -0.22, 0.55, 0.92, -0.5], [0.66, -0.19, -0.2, -0.23, 0.8, 0.25], [0.86, -0.64, -0.5, 0.63, -0.59, -0.69], [-0.96, -0.46, 0.3, 0.6, -0.43, 0.21], [0.1, -0.46, 0.08, -0.8, 0.24, 0.38], [-0.76, 0.68, -0.57, -0.64, 0.86, -0.11], [-0.07, -0.76, 0.92, 0.11, -0.84, 0.15], [-0.52, 0.69, 0.02, 0.96, -0.01, -0.53]]
473 : 26 : [[0.32, 0.69, -0.12, -0.42, 0.67, 0.91], [-0.88, -0.66, 0.7, 0.97, 0.19, 0.63], [0.56, 0.26, -0.57, -0.55, 0.19, -0.19], [-0.78, 0.67, 0.15, -0.69, 0.58, -0.76], [0.93, 0.2, -0.24, -0.35, 0.96, 0.22], [-0.11, -0.74, -0.67, 0.91, 0.17, -0.69], [0.51, -0.11, -0.94, 0.59, -0.51, 0.73], [-0.47, -0.99, -0.43, -0.02, -0.63, -0.56]]
267 : 27 : [[-0.61, 0.88, 0.17, -0.35, 0.18, 0.37], [-0.63, -0.37, -0.76, -0.85, -0.47, -0.57], [-0.76, 0.45, -0.36, 0.37, 0.09, 0.4], [-0.93, -0.01, -0.62, 0.7, -0.81, -0.63], [-0.12, 0.62, 0.06, -0.57, -0.71, -0.59], [0.62, -0.12, 0.91, -0.27, -0.48, -0.56], [0.63, -0.4, 0.04, -0.92, 0.04, 0.98], [-0.22, -0.91, 0.34, -0.71, 0.89, -0.53]]
112 : 28 : [[-0.49, -0.3, 0.24, 0.69, 0.52, 0.96], [0.49, -0.68, -0.89, -0.37, 0.78, 0.8], [0.18, 0.51, 0.19, -0.54, 0.24, -0.64], [0.91, 0.63, -0.4, 0.8, -0.25, 0.53], [-0.86, 0.83, -0.31, -0.91, -0.1, -0.17], [-0.73, -0.26, -0.04, -0.53, 0.1, -0.54], [-0.03, 0.82, 0.54, -0.33, 0.97, -0.9], [-0.92, 0.28, -0.94, -0.59, 0.11, 0.69]]
329 : 29 : [[-0.98, 0.61, 0.62, 0.93, -0.46, -0.64], [0.79, -0.16, -0.15, 0.68, -0.08, 0.58], [0.36, -0.7, 0.02, -0.89, -0.53, 0.8], [-0.82, -0.56, -0.54, -0.51, 0.09, -0.97], [-0.18, -0.07, 0.54, -0.25, -0.17, -0.81], [0.91, 0.74, -0.88, 0.63, 0.44, 0.49], [0.25, 0.2, 0.62, -0.86, 0.7, -0.33], [0.2, -0.15, 0.4, 0.86, 0.14, 0.53]]
354 : 30 : [[-0.71, -0.83, -0.16, 0.53, 0.93, -0.33], [0.71, 0.31, 0.2, 0.89, -0.27, -0.43], [0.51, 0.75, -0.11, -0.27, -0.45, 0.12], [0.35, -0.76, 0.81, 0.33, 0.42, -0.98], [-0.28, -0.55, -0.63, -0.52, -0.66, -0.08], [-0.88, 0.02, 0.97, -0.34, -0.84, -0.68], [-0.29, -0.28, -0.62, -0.76, 0.28, -0.14], [-0.8, -0.69, 0.36, -0.88, 0.87, -0.62]]
570 : 31 : [[0.26, -0.65, -0.83, 0.27, 0.87, 0.66], [0.07, 0.41, -0.96, 0.78, -0.13, -0.96], [-0.54, 0.44, 0.91, 0.43, -0.88, -0.25], [0.62, -0.23, 0.08, -0.25, 0.16, -0.78], [-0.92, -0.88, 0.5, 0.91, 0.05, -0.57], [0.52, -0.36, -0.79, -0.05, 0.87, 0.03], [0.69, -0.52, 0.87, 0.79, -0.18, 0.18], [0.69, -0.94, -0.88, -0.2, 0.59, -0.93]]
1553 : 32 : [[-0.06, -1.0, -0.95, 0.0, 0.89, -0.92], [-0.6, 0.37, -0.16, 0.07, -0.34, 0.99], [0.73, -0.9, 0.33, 0.8, 0.62, 0.85], [-0.84, -0.82, 0.64, 0.82, -0.08, -0.05], [-0.55, 0.25, 0.29, -0.03, 0.45, -0.17], [0.85, 0.63, -0.14, 0.17, 0.34, -0.03], [-0.64, -0.57, 0.43, -0.32, -0.37, 0.59], [-0.07, 0.7, -0.18, -0.72, 0.72, -0.63]]
1203 : 33 : [[-0.3, 0.57, 0.9, 0.1, 0.37, 0.32], [-0.83, 0.26, -0.59, -0.33, -0.19, 0.45], [0.59, -0.9, -0.44, 0.99, 0.84, -0.7], [-0.75, 0.12, 0.18, -0.74, -0.08, -0.64], [0.74, -0.16, 0.31, 0.88, -0.41, -0.3], [0.15, -0.84, -0.92, -0.84, -0.05, -0.54], [-0.66, 0.67, 0.03, 0.96, -0.89, 0.72], [-0.07, -0.82, -0.73, -0.89, -0.84, 0.11]]
448 : 34 : [[0.45, 0.34, 0.29, 0.5, 0.92, 0.98], [-0.97, -0.32, 0.33, 0.02, 0.52, -0.43], [-0.08, 0.55, 0.42, 0.93, 0.45, 0.32], [-0.04, 0.18, 0.4, 0.22, -0.67, -0.64], [0.91, -0.48, 0.55, -0.6, 0.93, -0.82], [-0.23, 0.02, 0.89, -0.97, 0.96, -0.63], [-0.8, 0.57, 0.36, 0.53, -0.3, -0.28], [0.59, 0.18, -0.52, -0.36, 0.35, -0.65]]
385 : 35 : [[-0.2, 0.02, -0.15, 0.94, -0.16, 0.53], [-0.81, -0.89, -0.76, -0.54, 0.81, 0.04], [-0.62, -0.35, 0.96, 0.92, 0.99, 0.83], [-0.96, 0.71, 0.2, -0.42, 0.28, 0.11], [0.52, 0.76, -0.55, -0.87, 0.09, -0.92], [0.0, -0.89, 0.03, -0.43, 0.85, -0.29], [-0.48, -0.03, -0.67, 0.4, -0.65, -0.92], [0.84, 0.56, -0.16, 0.43, 0.68, -0.81]]
1379 : 36 : [[-0.4, -0.13, -0.94, 0.79, -0.22, 0.78], [0.82, -0.42, -0.55, -0.44, -0.3, 0.0], [-0.7, -0.69, 0.92, 0.65, 0.78, -0.49], [0.38, 0.83, 0.86, 0.1, -0.29, 0.25], [0.15, -0.72, 0.6, -0.66, -0.6, 0.73], [0.73, -0.51, 0.43, -0.76, 0.41, 0.06], [-0.16, -0.44, -0.94, -0.47, -0.67, -0.63], [0.82, 0.66, -0.69, -0.42, -0.92, 0.09]]
437 : 37 : [[0.74, 0.91, -0.34, 0.36, -0.12, 0.79], [0.22, 0.2, -0.88, 0.03, -0.51, 0.41], [-0.77, -0.27, -0.04, -0.93, -0.23, 0.72], [0.35, -0.34, 0.32, -0.36, -0.79, 0.48], [-0.99, 0.8, -0.99, -0.37, -0.32, 0.33], [-0.78, 0.42, 0.43, -0.36, -0.06, 0.33], [-0.56, 0.56, 0.58, -0.51, -0.48, 0.81], [-0.38, 0.05, 0.39, -0.69, 0.64, -1.0]]
659 : 38 : [[0.13, -0.92, -0.86, 0.76, -0.56, -0.77], [0.89, 0.97, 0.21, -0.45, -0.42, 0.63], [-0.83, -0.98, 0.12, 0.8, 0.76, -0.4], [-0.11, -0.82, -0.03, -0.31, -0.63, -0.63], [0.32, 0.62, -0.31, 0.38, -0.58, 0.46], [-0.71, 0.37, 0.36, 0.68, -0.93, 0.53], [0.26, 0.53, 0.97, -0.66, 0.96, 0.87], [-0.06, 0.02, 0.62, -0.21, -0.9, 0.57]]
1326 : 39 : [[0.81, 0.97, 0.53, 0.23, -0.66, 0.95], [-0.23, 0.68, -0.73, 0.62, -0.76, 0.73], [-0.22, 0.42, -0.69, -0.14, 0.17, 0.59], [-0.38, -0.28, -0.76, 0.92, 0.82, -1.0], [0.5, 0.4, 0.05, -0.47, -0.81, 0.2], [-0.62, 0.87, -0.49, -0.44, 0.36, 0.81], [0.25, 0.22, -0.67, 0.18, -0.89, -0.03], [-0.57, 0.0, -0.23, 0.75, -0.69, 0.46]]
-9 : 40 : [[0.09, 0.23, -0.13, -0.19, -0.87, 0.79], [-0.39, 0.54, 0.08, -0.39, 0.11, -0.5], [-0.2, 0.12, 0.38, 0.54, 0.02, -0.58], [-0.41, 0.86, 0.25, -0.39, -0.87, -0.82], [-0.36, -0.73, -0.4, -0.07, -0.67, 0.62], [-0.28, -0.42, 0.71, 0.27, -0.23, -0.12], [-0.43, -0.09, 0.83, 0.25, 0.86, -0.8], [0.55, -0.17, 0.01, 0.87, -0.75, 0.2]]
317 : 41 : [[0.53, 0.57, -0.46, -0.2, -0.71, 0.6], [0.81, 0.69, 0.35, 0.08, 0.41, 0.71], [-0.84, 0.31, -0.46, -0.42, 0.16, 0.58], [-0.39, 0.61, -0.13, 0.98, -0.44, 0.33], [0.71, 0.48, -0.01, 0.79, 0.34, 0.49], [0.36, 0.91, 0.21, 0.34, 0.0, 0.78], [0.95, 0.12, 0.02, 0.19, -0.81, -0.29], [0.8, 0.46, 0.33, -0.79, 0.34, 0.81]]
487 : 42 : [[-0.89, 0.82, -0.33, -0.19, -0.07, -0.77], [-0.5, -0.23, -0.4, 0.36, -0.27, -0.54], [0.36, -0.4, -0.03, -0.89, 0.05, 0.37], [-0.41, -0.32, -0.9, 0.12, 0.31, 0.75], [0.85, 0.94, -0.41, -0.7, -0.81, 0.32], [-0.97, -0.2, -0.39, -0.99, 0.15, 0.62], [0.02, -0.41, -0.09, 0.78, 0.28, 0.26], [-0.66, 0.04, -0.63, -0.99, -0.98, 0.22]]
1285 : 43 : [[0.58, 0.45, 0.17, -0.9, 0.26, -0.88], [-0.11, -0.3, 0.73, 0.11, -0.78, -0.97], [-0.2, 0.41, 0.77, 0.99, -0.06, -0.4], [-0.51, -0.98, 0.58, -0.47, -0.86, -0.68], [0.72, 0.52, -0.11, -0.54, -0.9, 0.54], [0.82, 0.82, -0.33, 0.72, -0.93, -0.52], [-0.97, 0.69, -0.65, -0.13, 0.54, -0.32], [0.31, 0.5, -0.45, 0.55, -0.88, 0.41]]
1269 : 44 : [[-0.75, 0.48, 0.28, 0.56, -0.11, -0.98], [0.67, 0.94, 0.79, -0.08, 0.08, -0.82], [-0.49, 0.38, -0.26, 0.23, 0.33, 0.17], [0.25, -0.65, 0.48, -0.98, 0.64, -0.37], [0.0, -0.57, 0.16, -0.35, -0.08, 0.3], [0.05, -0.37, 0.86, -0.17, 0.97, -0.32], [-0.18, 0.97, -0.81, 0.41, 0.62, -0.88], [-0.39, -0.18, 0.41, 0.66, 0.45, 0.58]]
729 : 45 : [[0.67, -0.13, 0.22, -0.95, -0.61, -0.16], [0.79, 0.14, -0.44, -0.59, -0.22, 0.14], [-0.1, -0.53, 0.87, 0.52, -0.77, -0.78], [0.8, 0.9, -0.61, 0.94, 0.17, -0.23], [-0.8, -0.87, 0.93, -0.43, 0.3, 0.29], [-0.21, -0.89, 0.82, -0.68, 0.55, 0.16], [-0.37, 0.46, 0.05, 0.95, 0.38, -0.02], [-0.71, -0.8, -0.45, -0.22, -0.3, -0.7]]
1313 : 46 : [[-0.51, -0.36, 0.61, 0.1, 0.95, 0.82], [0.61, -0.15, 0.82, 0.31, 0.31, -0.17], [-0.45, 0.75, 0.84, -0.3, -0.07, -0.82], [0.4, 0.39, 0.12, -0.92, -0.08, 0.2], [-0.23, -0.66, -0.23, -0.97, 0.1, 0.69], [-0.54, 0.39, 0.82, 0.11, 0.27, 0.61], [-0.42, -0.32, -0.97, 0.94, 0.63, 0.38], [0.61, -0.8, 0.37, 0.33, -0.19, 0.46]]
920 : 47 : [[-0.83, 0.7, 0.45, 0.74, 0.02, 0.87], [0.27, 0.14, -0.62, 0.89, -0.43, 0.47], [-0.65, -0.78, -0.84, -0.41, 0.94, 0.66], [0.87, 0.86, 0.76, 0.69, -0.52, -0.93], [-1.0, 0.89, 0.09, 0.12, -0.66, -0.21], [-0.07, 0.24, 0.98, 0.33, 0.58, -0.91], [-0.39, 0.19, 0.02, -0.6, -0.6, -0.38], [-0.06, 0.77, 0.7, -0.19, -0.61, -0.89]]
575 : 48 : [[0.68, 0.13, 0.21, 0.0, -0.83, 0.2], [0.39, -0.02, -0.51, -0.74, -0.8, -0.96], [0.03, -0.29, -0.04, -0.44, 0.42, 0.57], [-0.94, -0.11, 0.29, -0.86, 0.1, -0.48], [-0.04, -0.73, 0.44, -0.53, 0.11, 0.73], [-0.44, -0.69, 0.89, 0.23, -0.87, -0.07], [0.22, -0.15, 0.76, -0.47, 0.85, 0.32], [-0.9, -0.1, -0.39, -0.72, 0.82, -0.19]]
643 : 49 : [[0.2, -0.69, -0.46, 0.04, 0.58, 0.74], [0.54, -0.89, -0.51, -0.69, -0.25, 0.47], [0.98, -0.46, 0.25, 0.79, -0.16, -0.27], [0.79, -0.68, 0.81, 0.81, -0.4, -0.08], [0.4, -0.7, -0.41, 0.04, -0.62, 0.83], [-0.72, -0.72, -0.86, -0.14, -0.1, 0.24], [-0.19, -0.09, 0.18, 0.92, -0.6, 0.97], [-0.02, 0.76, -0.49, 0.05, 0.48, 0.3]]
315 : 50 : [[-0.5, -0.68, 0.1, -0.9, -0.29, -0.81], [-0.42, 0.0, 0.43, 0.42, 0.62, 0.13], [-0.52, 0.9, -0.31, -0.88, 0.65, 0.36], [-0.86, -0.44, 0.72, -0.84, -0.93, 0.04], [0.2, 0.55, -0.01, 0.3, -0.74, 0.37], [0.52, -0.03, 0.3, 0.7, 0.07, -0.63], [-0.16, -0.08, -0.86, -0.91, 0.1, -0.06], [-0.48, -0.83, 0.5, -0.24, 0.5, -0.86]]
1616 : 51 : [[0.92, -0.44, 0.34, 0.92, -0.16, -0.99], [-1.0, -0.61, 0.82, -0.41, 0.44, 0.01], [0.27, 0.47, 0.5, -0.73, -0.35, -0.08], [-0.38, 0.35, -0.04, -0.17, 0.64, -0.53], [0.8, 0.71, 0.09, 0.49, -0.89, 0.1], [0.13, 0.34, -0.09, 0.69, 0.33, 0.84], [0.33, -0.41, 0.25, -0.6, 0.49, 0.06], [-0.46, -0.06, 0.5, 0.86, 0.68, -0.55]]
818 : 52 : [[0.71, -0.66, -0.97, 0.23, -0.61, -0.16], [0.13, -0.43, -0.86, -0.27, -0.59, 0.19], [0.81, 0.11, 0.16, 0.92, -0.24, -0.91], [-0.04, 0.65, -0.16, 0.53, -0.1, 0.04], [0.3, -0.72, -1.0, 0.59, 0.71, -0.9], [-0.39, -0.01, -0.33, 0.28, 0.17, 0.49], [-0.38, -0.24, -0.04, 0.16, 0.59, 0.81], [0.56, 0.89, 0.58, 0.88, 0.38, -0.37]]
1368 : 53 : [[0.24, 0.14, 0.55, -0.11, 0.15, 0.6], [0.4, 0.95, 0.77, 0.33, 0.64, -0.62], [-0.89, 0.68, 0.74, 0.69, -0.23, 0.46], [-0.43, 0.21, 0.91, 0.5, 0.57, -0.25], [0.0, 0.04, -0.91, -0.51, -0.4, -0.76], [-0.28, -0.2, 0.29, -0.02, 0.77, 0.14], [0.19, 0.47, 0.25, 0.96, -0.87, -0.27], [-0.32, -0.7, -0.44, 0.03, 0.52, 0.3]]
301 : 54 : [[0.66, -0.48, -0.41, 0.31, 0.83, 0.27], [-0.63, -0.97, 0.36, -0.51, -0.07, 0.13], [-0.98, 0.19, -0.52, 0.02, 0.19, 0.15], [-0.52, -0.34, 0.8, -0.7, 0.32, 0.76], [-0.82, -0.8, -0.71, -0.41, 0.59, -0.97], [-0.44, 0.15, 0.62, -0.67, -0.13, -0.69], [0.31, -0.58, 0.47, 0.52, 0.12, 0.87], [-0.16, 0.52, 0.64, 0.42, -0.6, -0.54]]
